"Gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","regulation"
"LCNL1",198.150545413499,-1.20054701245977,0.254378255489066,-4.71953473441198,2.36384681949208e-06,3.63871467439603e-05,"Yes","Downregulated"
"SPINK13",13.3996379061021,-1.3671194722532,0.374005280986214,-3.65534804387854,0.0002568333016342,0.00156461567081771,"Yes","Downregulated"
"EML6",109.761019123151,-1.33332478123836,0.236261517121732,-5.643427662201,1.6669758373892e-08,8.084226629161e-07,"Yes","Downregulated"
"C10orf105",17.090483420726,1.45168957762959,0.350452971242172,4.14232349774098,3.43804935630277e-05,0.000300404802611545,"Yes","Upregulated"
"HNRNPUL2",96.3518845794578,-1.03759078772451,0.275123008551052,-3.77137046148567,0.000162353432569194,0.00107053829197193,"Yes","Downregulated"
"FER1L6",7.32919894472256,-1.5178947307691,0.52586872863029,-2.88645178564372,0.00389612437189122,0.0141989122535556,"Yes","Downregulated"
"GPR33",2.50253302409783,1.72890477733393,0.528123182083908,3.27367711925064,0.00106157836815574,0.00493085977011629,"Yes","Upregulated"
"COL28A1",170.850603103456,-1.01370807066062,0.282744745152835,-3.58524106296889,0.00033676699222173,0.00195478324400334,"Yes","Downregulated"
"MUC5AC",49.7379648444371,-2.75127059828854,0.743542124739906,-3.70022155671536,0.000215411318242249,0.00135142022651667,"Yes","Downregulated"
"GCGR",2.48324830785099,-1.41434955744528,0.591147720177661,-2.39254844291748,0.0167318191636041,0.0459223692279375,"Yes","Downregulated"
"IFI30",403.651344671389,1.67562682817067,0.305787004030277,5.47971890919459,4.26002078865845e-08,1.61871840345516e-06,"Yes","Upregulated"
"SYCE3",4.79739329159368,-5.05890728617137,1.43841621335225,-3.51699823681876,0.000436456681128721,0.00241634281958224,"Yes","Downregulated"
"HMSD",44.0259023203684,1.08065744175835,0.27844869335385,3.88099304307047,0.000104030817143851,0.000746668805428901,"Yes","Upregulated"
"BTBD19",695.395391028674,-1.06433750529379,0.169689612449563,-6.27226080565272,3.55842866478412e-10,4.52283344286399e-08,"Yes","Downregulated"
"DCDC2B",563.2966666248,-1.07089894394514,0.430103562722341,-2.48986299291939,0.0127792347148534,0.0369761667393303,"Yes","Downregulated"
"RFPL4A",6.35028864530935,2.5215673336832,0.737080055965873,3.42102233437713,0.000623862087054966,0.00322118000815391,"Yes","Upregulated"
"HLA-DPB1",6849.03719288414,1.09773944187149,0.32206326409746,3.40845903350003,0.000653308938703552,0.00334647373954436,"Yes","Upregulated"
"PRR29",1014.94613710196,-1.08931175843078,0.330824564647768,-3.29271727324899,0.000992241980517238,0.00466632363536539,"Yes","Downregulated"
"APOC4-APOC2",37.3528681641275,1.14318055174191,0.388963477884833,2.93904342371289,0.00329226944232104,0.012389156272196,"Yes","Upregulated"
"CROCC2",202.376127603164,-1.67045966601257,0.373944608961781,-4.46713129693306,7.92754788297219e-06,9.46439330424541e-05,"Yes","Downregulated"
"LTA",65.3598081750187,1.12750674125284,0.253066453640392,4.45537812315113,8.37454606184854e-06,9.87298724901543e-05,"Yes","Upregulated"
"LTB",2048.46073347592,1.45588420648674,0.242719371418049,5.99822007605316,1.99492040466637e-09,1.61080916782146e-07,"Yes","Upregulated"
"TEX46",6.51846258399383,-1.37454788201595,0.553393438102845,-2.48385287459895,0.0129969493023913,0.0375041196605537,"Yes","Downregulated"
"MRLN",113.258995149484,-1.07008084115513,0.424219711236431,-2.52246845870569,0.0116534400436926,0.0342613410387303,"Yes","Downregulated"
"PGA4",14.9805693804636,1.40536647164739,0.402095340126579,3.4951075812144,0.000473870710211764,0.00259174464336262,"Yes","Upregulated"
"RFPL4AL1",2.76218325205251,2.66676608299669,0.847227780058515,3.14763767875094,0.0016459557270563,0.00709070749059315,"Yes","Upregulated"
"SBK3",30.0394209341769,-1.01084583957478,0.294839553733641,-3.42846075695794,0.000607014286102165,0.00315225657766874,"Yes","Downregulated"
"HLA-DPA1",42072.9691963378,1.1979747053468,0.190583882580525,6.28581330764227,3.26141693547e-10,4.27458319651057e-08,"Yes","Upregulated"
"TSPAN19",429.155753143235,-1.98359200471329,0.442578187517548,-4.48190186651401,7.39807632547384e-06,9.02285950767669e-05,"Yes","Downregulated"
"DYTN",1.68642348462581,-2.66460172491766,0.880266137995752,-3.02704103895738,0.00246960427260536,0.00978054137915767,"Yes","Downregulated"
"RNF224",59.7144240890945,-1.13966091324058,0.251833567565705,-4.52545275936353,6.02663429742954e-06,7.69410179684128e-05,"Yes","Downregulated"
"CCDC188",182.968117516873,-1.1358778491456,0.188452589579199,-6.02739315857601,1.66625327936205e-09,1.47457848950139e-07,"Yes","Downregulated"
