"Gene_symbol","ng","mean_abs_logfc","GSE184316","GSE150910.biopsy","GSE150910.explant","GSE47460","metaFIN_pval","metaFIN_padj"
"GAGE13",3.2896232606959,2.01168662933797,5.06335356346226,0.562124300721361,0.40958202383028,NA,0.000501608028424139,0.00174363049596235
"ARHGAP36",3.27879215857764,1.86556980774322,7.14742633292781,-0.266220657594561,0.53892307077451,0.0421504848651225,0.00104252387526893,0.00335604483701438
"AC142391.1",3.27795843028355,1.16571702649078,NA,-1.24698483358331,-1.08444921939825,NA,0.000522803963465046,0.00180950278952937
"SLC5A2",3.27730244682401,1.50754562177787,5.56156717137574,0.418581979531418,0.789287132139593,-0.739253795935277,0.00104804041285966,0.00337182232651679
"KRT39",3.27672710765949,1.38529278231212,4.44615348763988,0.0342093183523406,-0.324484459055862,NA,0.00105017816649533,0.00337632095659425
"OR5K3",3.27160129047567,1.81630776931469,3.60479950764504,NA,NA,0.0278160309843469,0.000534701366138646,0.00184625779886514
"NANOGNB",3.27034057352614,1.01884859246004,NA,-1.42341188307624,-0.614285301843836,NA,0.000537090360566261,0.0018542647041856
"C3P1",3.2686085367791,1.89147680387875,3.73239459155588,NA,NA,0.050559016201622,0.000540388584263529,0.00186424194256383
"OR10W1",3.2663048613164,2.50881984268057,5.01523794425998,NA,NA,0.00240174110116098,0.000544804380297914,0.00187900239182442
"CCDC196",3.26098857765575,1.2569947416979,3.74411549805424,-0.0743213901291589,0.101190117168616,NA,0.00111024512612445,0.00355027024981667
"FAM236A",3.25576546874626,1.86943054012886,5.2954059663543,0.245798266437926,0.0670873875943546,NA,0.000565435612880028,0.00194141223956286
"DQX1",3.23962214850174,1.12490251154842,4.98678309653446,-1.08537517696717,0.539794521540647,0.0584076050857516,0.00119688189705469,0.00380201525623994
